entry,exit_z,total_pnl_rub,trade_count,max_drawdown_rub,gap,valid
1.2,0.1,183363.58348604597,64,-47303.90097487724,1.1,True
1.2,0.2,191096.8130143819,70,-47303.90097487724,1.0,True
1.2,0.3,190950.0593254557,77,-47303.90097487724,0.9,True
1.2,0.4,201935.8853097764,88,-42873.22396844314,0.8,True
1.2,0.5,212589.69656048072,100,-44334.07569977778,0.7,True
1.2,0.6,226880.75665539905,116,-43410.18402055593,0.6,True
1.2,0.7,235726.78209105972,137,-40112.517431966786,0.5,True
1.2,0.8,264503.70976294763,167,-38596.87256453032,0.4,True
1.2,0.9,282081.2157485358,211,-36277.17064995365,0.3,True
1.2,1.0,321928.7122511778,295,-27387.172066511586,0.2,True
1.2,1.1,329873.1541487063,429,-27387.172066511586,0.1,True
1.2,1.2,282003.2108726444,678,-26279.383610922523,0.0,False
1.2,1.3,52186.81638285741,336,-37076.40986234971,-0.1,False
1.2,1.4,-34510.085783318355,218,-81921.50447202011,-0.2,False
1.2,1.5,-116695.22019680942,146,-127327.07299880771,-0.3,False
1.2,1.6,-107238.26578109415,108,-146981.68526998177,-0.4,False
1.2,1.7,-73902.63127195796,85,-115505.98443099705,-0.5,False
1.2,1.8,-73061.2672237524,69,-119871.70047333001,-0.6,False
1.2,1.9,-72000.12391332822,52,-119292.89294919344,-0.7,False
1.2,2.0,-78369.78961887359,41,-129938.78235705369,-0.8,False
1.2,2.1,-85046.71330036368,33,-135647.3492788771,-0.9,False
1.2,2.2,-56537.15326962943,18,-99251.35949849387,-1.0,False
1.2,2.3,-57593.65731535712,16,-100307.86354422156,-1.1,False
1.2,2.4,-59013.41661710627,11,-101727.6228459707,-1.2,False
1.2,2.5,-47614.10955104242,6,-90328.31577990684,-1.3,False
1.3,0.0,157087.42363597263,53,-47303.90097487724,1.3,True
1.3,0.1,158380.74396291983,57,-47303.90097487724,1.2,True
1.3,0.2,169832.89440105768,62,-47303.90097487724,1.1,True
1.3,0.3,171363.40971144236,68,-47303.90097487724,1.0,True
1.3,0.4,190430.02319162563,78,-41510.50056606092,0.9,True
1.3,0.5,203456.74639579243,89,-42971.352297395555,0.8,True
1.3,0.6,217244.5234220318,102,-42047.4606181737,0.7,True
1.3,0.7,222135.899658154,119,-43502.91352698475,0.6,True
1.3,0.8,257319.0070898373,146,-38581.27111445539,0.5,True
1.3,0.9,288130.92525742407,177,-32037.128293302638,0.4,True
1.3,1.0,321035.46749332343,229,-27743.83571219386,0.3,True
1.3,1.1,348444.75268756656,309,-27387.172066511586,0.2,True
